Proband;IP;Video;Distancemeasure;total_distance;mean_distance;zero-overhead-counter;ref before query (rbq);query berfore ref (qbr);max rbq;max qbr;max distance;min distance
pb2;1;GL2;winkel;748021.6779841627;50.4295609778307;77;5021;16516;1115;-2460;179.3963814403081;0.024413566100939327
pb2;1;GL2;winkellog;621571.294922089;41.904624480690956;256;4043;16594;321;-2460;179.39637928345144;0.0006308938955719803
pb2;1;GL3;euklid;3854798.183836169;176.02621963725144;164;22192;4943;548;-596;633.2906786039679;1.0622429057830194
pb2;1;GL3;winkel;1130661.7612271942;51.63074849204047;155;15094;15493;1721;-2337;179.34213126244458;0.006773942879583045
pb2;1;GL3;winkellog;1161728.1043933146;53.04936775164686;156;19963;12241;1794;-1956;177.50129711616793;0.00036091729812537973
pb2;1;GL4;euklid;5732092.455351095;264.16389950463594;1030;4718;24003;896;-6308;691.1367413454061;3.9457236521424797
pb2;1;GL4;winkel;1511806.8006777288;69.67172683892018;1489;0;29162;0;-6370;179.64948162609068;0.008817803449543712
pb2;1;GL4;winkellog;1264275.3898325632;58.264223689228224;1030;4429;27317;1623;-6370;179.60044506121298;4.097819213148483e-06
pb2;1;GL5;euklid;5695243.232652745;195.66575849976795;1012;27204;10930;4313;-964;543.6527844368429;0.5410658403049173
pb2;1;GL5;winkel;1886167.419434798;64.80116190039503;1082;27920;12576;4315;-950;179.6564264585994;0.0039536621332134075
pb2;1;GL5;winkellog;1919770.1944611694;65.95561873299101;1014;10016;33459;2180;-8748;176.23205040828185;0.0001425278481522319
pb2;1;GL6;euklid;4545002.298672728;215.4029525437312;1107;7862;20786;502;-3166;632.994006637905;3.43678168460102
pb2;1;GL6;winkel;1667213.4104380605;79.01485357526353;1103;3364;30169;380;-9700;179.87187581645352;0.008273367172803482
pb2;1;GL6;winkellog;1613315.3010787023;76.46044080941718;1103;3364;30356;380;-9700;179.8717544480091;0.007903036058252724
pb2;1;GL7;euklid;4761804.63096276;220.1176272806712;480;23553;4004;1814;-871;1046.385686506516;2.0264089073034395
pb2;1;GL7;winkel;991386.0163208828;45.82748654004913;1579;15439;11324;991;-980;177.3144833441366;0.017830228646120876
pb2;1;GL7;winkellog;1004933.9163064563;46.45374734463349;484;19460;9486;1274;-836;177.3144814587543;1.9408423583303373e-05
pb2;1;GL8;euklid;3647803.443627964;149.2982214066207;1376;24092;3475;516;-366;557.3915979903492;1.8981282825537902
pb2;1;GL8;winkel;1268362.2250022816;51.91184975247745;1503;21625;9918;2904;-2820;179.25853484423754;0.010198895860964542
pb2;1;GL8;winkellog;881205.1401626165;36.06618672134476;1309;29282;1880;2300;-212;177.97565342164424;0.0001685485703199996
pb2;1;BGL1;euklid;6590495.468692479;251.22919485733536;1062;26356;10519;6241;-2302;648.5295264851401;2.1052633508811236
pb2;1;BGL1;winkel;1270871.743588756;48.445535912352995;683;9368;28280;552;-2794;179.72083644848135;0.009424380395104423
pb2;1;BGL1;winkellog;1236743.0102096053;47.14455114586991;1257;25845;12467;4092;-2321;179.71540504522264;0.0011278757390058465
pb2;1;BGL2;euklid;3802334.047595221;166.0407881045948;343;20959;5006;493;-663;682.3715022718493;1.429252219219679
pb2;1;BGL2;winkel;1072699.658766066;46.842779858780176;450;20233;12060;1703;-1551;174.46309319765942;0.002750860013399075
pb2;1;BGL2;winkellog;1059919.0308616934;46.284673836755175;343;24103;7659;1703;-1551;174.1448112011024;5.6875391943621466e-05
pb2;1;BGL3;euklid;4365704.308702478;146.9983605071712;1754;32442;3375;779;-544;573.3090624909073;0.5073966448920623
pb2;1;BGL3;winkel;957650.3193141888;32.24520419253809;214;31068;9145;828;-1075;174.93279724829557;0.0058588727119917566
pb2;1;BGL3;winkellog;914800.4690081225;30.802399710701454;252;31278;9232;828;-1075;174.93279724829557;1.4603567849137126e-05
pb2;1;BGL4;euklid;3652861.7790679866;192.60053670083238;1186;9011;13700;375;-1482;596.743902032557;1.429791268949104
pb2;1;BGL4;winkel;917808.8776675059;48.39232719959432;1141;9881;14988;1747;-1290;175.65362659522006;0.03259333984988831
pb2;1;BGL4;winkellog;1140433.3820638095;60.130411371075056;339;2751;24998;203;-6982;176.1422721901269;0.005364506245509864
pb2;1;BGL5;euklid;6133282.813254967;189.4567328716822;318;33350;9887;3340;-2068;596.197854419359;1.0904318339399612
pb2;1;BGL5;winkel;1719661.8171089531;53.120248883605264;320;37297;12513;5118;-2380;177.76129749026242;0.007451885514953829
pb2;1;BGL5;winkellog;1625822.3994636224;50.22155498296798;320;37111;12514;5118;-2380;172.51487306338942;0.00010669982482737326
pb2;1;BGL6;euklid;4180498.5446112547;168.79990893205422;1591;24494;7816;1164;-1220;599.8715962723599;2.774977030159832
pb2;1;BGL6;winkel;1001095.1499759351;40.42215739222866;78;22433;12307;764;-1404;179.682970124628;0.0037063219675478364
pb2;1;BGL6;winkellog;894966.967284186;36.136920265048296;559;22906;11602;764;-1404;179.682970124628;4.168639909977356e-05
pb2;1;BGL7;euklid;3693890.111033137;186.88101340853672;783;8720;19136;1975;-2796;481.7891069694496;3.2416081162026944
pb2;1;BGL7;winkel;970862.8460987621;49.117820808396345;1300;17364;8816;2002;-1862;179.5934973779213;0.012042607864741452
pb2;1;BGL7;winkellog;623186.8235202283;31.528221365993538;325;14437;15763;2003;-4148;165.66239389737325;4.0428843646129295e-05
pb2;1;BGL8;euklid;5685677.553756427;203.67822152091804;1157;12685;21814;784;-988;636.6170059143697;2.7223877177282882
pb2;1;BGL8;winkel;1430756.5947777177;51.25404244233271;416;9850;28399;882;-2612;179.9049582355085;0.014199806497030027
pb2;1;BGL8;winkellog;1408049.272576307;50.44059726227143;1157;10178;27263;882;-3054;179.9049582355085;0.00022195037910864509
pb2;1;Control1;euklid;5999074.851282646;318.540585742189;352;4154;20013;235;-3232;742.0134667128372;0.17782790181129052
pb2;1;Control1;winkel;1483537.702440734;78.77330762176679;357;8137;20508;1074;-5690;179.98085812749312;0.0004895377574353432
pb2;1;Control1;winkellog;1297976.7326579904;68.9203383772097;357;7745;20576;1020;-5820;179.83661392136648;2.334494557515898e-05
pb2;1;Control2;euklid;4551420.548419097;250.42203842746065;1117;2546;20821;551;-3296;664.7603619126215;1.5114739790017158
pb2;1;Control2;winkel;867893.2475642648;47.752035629395586;1118;3587;22228;568;-3995;179.80047081400798;0.0003401031726306136
pb2;1;Control2;winkellog;825439.4843336396;45.41620271436807;1118;3569;22245;568;-3995;179.80047081400798;6.982995614736443e-05
pb2;1;Control3;euklid;4290783.77289844;229.4659486014461;421;3843;23246;436;-6708;601.413145031315;0.618626973118669
pb2;1;Control3;winkel;900299.358313324;48.14692541383625;1345;10739;15992;1255;-3330;179.87995982074864;0.0004722896471993232
pb2;1;Control3;winkellog;700576.921549609;37.46601002992722;1043;11278;16539;1258;-3367;179.0153325431942;1.7933687937150277e-07
pb2;1;Control4;euklid;7486412.831135854;296.6913498646952;1069;16666;16060;2300;-1957;664.1267088783266;1.168211459263079
pb2;1;Control4;winkel;1693397.6419033976;67.11043640880584;1069;4318;34054;552;-4769;179.89944515747325;0.0036302341996227176
pb2;1;Control4;winkellog;1410132.6291268433;55.88446197942549;1274;17781;19547;4340;-2788;179.90872763269397;0.0002948202913122725
pb2;1;Control5;euklid;12854714.330962406;316.11248815842634;2423;13551;42123;1956;-9662;703.5040522797772;1.1747532851883036
pb2;1;Control5;winkel;2843366.687451229;69.9217186143177;69;3548;57711;1084;-11288;179.92076893521883;0.007001797937531266
pb2;1;Control5;winkellog;2809190.685747356;69.08129068602868;71;4595;56841;1084;-11288;179.90984789233454;2.0404884762187613e-05
pb2;1;Control6;euklid;5984684.52816425;217.36405506716486;360;18915;20892;5692;-2740;561.7969124706842;1.3523013364782948
pb2;1;Control6;winkel;1538020.355116127;55.860979737628554;145;23128;18346;6361;-3165;179.1086675408889;0.0006826805253724183
pb2;1;Control6;winkellog;1362977.7335719392;49.50342256826133;329;24510;17000;6260;-3165;179.1086675408889;3.568245867915185e-05
pb2;1;Control7;euklid;5292294.148903409;274.22634068622256;1639;14669;11476;2769;-2359;750.6534880903001;0.47903255475746626
pb2;1;Control7;winkel;1099600.1985190702;56.97705572926422;1599;17433;7421;3015;-944;179.87214200376616;0.0001824440569162638
pb2;1;Control7;winkellog;921098.180296054;47.727767257166384;1301;16605;10165;2908;-1716;179.87214200376616;0.00037432023830124113
pb2;1;Control8;euklid;6272823.364697329;234.94600414612265;374;10421;27105;1266;-6514;833.6139766824376;0.2977946662159647
pb2;1;Control8;winkel;1650212.843007648;61.808039365056665;380;21883;17590;6968;-1808;179.7292599232873;0.0010087143231607512
pb2;1;Control8;winkellog;1411915.1512648868;52.88269790122802;177;1058;38657;263;-6876;179.44887408272515;4.9834539301193395e-06
pb3;1;Spot1;euklid;1474498.78499337;181.65563447004683;374;3491;6753;166;-1912;487.84213330637084;0.9510320877288688
pb3;1;Spot1;winkel;300715.47140840674;37.047612591894385;211;7460;3008;1140;-165;174.934765094779;0.00035178893298570433
pb3;1;Spot1;winkellog;258939.4369378408;31.90087925808067;47;7875;2754;1140;-165;174.93474124854592;1.4658282730649538e-06
pb3;1;Spot2;euklid;1822854.8135226925;193.57065026257752;609;5269;6540;945;-525;527.9504209393306;1.1575607185991774
pb3;1;Spot2;winkel;425105.2053077546;45.142317649756244;739;9624;4131;1681;-721;175.18784009919398;0.0005444479129925431
pb3;1;Spot2;winkellog;441951.758303307;46.93126880145556;739;11268;2565;2748;-534;178.1136836368745;6.0378397260710876e-05
pb3;1;Spot3;euklid;3068666.5351200914;209.46529249966494;197;4882;15442;779;-2791;464.98317683409766;0.36257469889480526
pb3;1;Spot3;winkel;742931.880301625;50.71207374072526;613;11271;6995;949;-1098;178.52353308084815;0.002357980459689928
pb3;1;Spot3;winkellog;630069.894371892;43.008183916170104;609;13144;6010;939;-1096;179.19684946278156;2.519598126463534e-05
pb3;1;Spot4;euklid;2049168.9311481132;148.67365095756463;150;5331;11466;201;-842;445.73652526757525;0.6592881735698909
pb3;1;Spot4;winkel;611449.078826943;44.362553785601314;535;2797;15118;268;-1550;179.87022398587786;0.0016098811657412006
pb3;1;Spot4;winkellog;634090.3520219241;46.00524936675064;326;4292;14564;835;-1550;178.9647486858116;4.8205868324147935e-06
pb3;1;Spot5;euklid;4029977.903915679;251.08896597605477;324;0;20442;0;-3684;560.7610236800721;1.006437725496092
pb3;1;Spot5;winkel;729118.8609477299;45.42796641418878;843;10726;10369;812;-796;179.21097318306934;0.0025226147838618576
pb3;1;Spot5;winkellog;939001.4456531713;58.50476296904494;326;202;24692;60;-3961;179.2109701430034;0.00012250563730635018
pb3;1;Spot6;euklid;1837122.5993960379;150.79394232915027;574;1709;14123;364;-2118;493.7681405041864;1.492644017031909
pb3;1;Spot6;winkel;469773.71166262287;38.55977277046892;652;6695;8039;827;-484;179.05508592224297;0.000628611683715913
pb3;1;Spot6;winkellog;430401.6958479273;35.328055146345505;648;4890;10109;827;-977;179.00317732674614;1.7098254661742304e-05
pb3;1;Spot7;euklid;1580504.52219845;169.6366343456531;486;4038;7375;668;-1213;576.4582869568137;1.811161026591096
pb3;1;Spot7;winkel;392620.20630669245;42.14019601874986;177;5055;7399;670;-1212;175.75933760345015;0.004097512704572431
pb3;1;Spot7;winkellog;662934.4152566027;71.15320545847405;172;341;13578;28;-4604;179.94684846876478;7.505096254794314e-06
pb3;1;Spot8;euklid;1835960.587289126;153.63686922921556;591;7211;5720;619;-268;392.63360672047173;1.1161109720120737
pb3;1;Spot8;winkel;765226.769876451;64.03571296037246;778;6188;9687;796;-2324;175.95431361824186;0.0001608746087265172
pb3;1;Spot8;winkellog;668835.6373316603;55.96950940013893;583;6191;9489;796;-2324;179.68643795405603;0.00012100022892074578
pb3;1;GL1;euklid;2389402.339318682;143.80129629987252;640;9488;11019;576;-827;520.8468096213089;0.9958491508164453
pb3;1;GL1;winkel;581284.1492162056;34.983398484364805;538;11002;10248;580;-852;176.58289528162436;0.0007722777885865896
pb3;1;GL1;winkellog;602977.2879709824;36.28895570359788;606;17864;3647;1630;-380;174.3046026627399;1.7356968959379293e-05
pb3;1;GL2;euklid;1241893.0983278165;167.4387351122848;753;7411;765;904;-142;464.5502498229415;2.294799798799226
pb3;1;GL2;winkel;385866.10927686305;52.0245529562981;1373;6811;1024;956;-116;171.60835673535672;0.0049075068875373135
pb3;1;GL2;winkellog;341363.57589962153;46.02448104349758;753;7416;804;956;-140;171.60835673535672;2.171204866038365e-06
pb3;1;GL3;euklid;1715755.8039548812;156.69002775843663;185;8110;5731;760;-400;688.1937490914916;2.1136799643387696
pb3;1;GL3;winkel;395724.4154124321;36.139216019400195;172;10516;4403;764;-340;176.96357155895546;0.005566463733451
pb3;1;GL3;winkellog;613636.86554835;56.039896397109594;135;3155;13191;764;-3054;176.56804516728974;1.6760541898495984e-05
pb3;1;GL4;euklid;1838814.8325904869;169.47602143691122;824;7213;5050;557;-358;561.3864609335855;6.450146453599838
pb3;1;GL4;winkel;442656.88971235784;40.79787001957215;781;8661;4422;660;-489;179.71748962953743;0.012926070380087978
pb3;1;GL4;winkellog;376480.8128205019;34.69869242585271;1101;6907;5410;660;-489;179.7173899113388;0.00020717614366212435
pb3;1;GL5;euklid;2153327.8043249873;147.99503809793728;576;3891;15724;568;-2379;472.4396246513602;1.153867296347683
pb3;1;GL5;winkel;577037.0529284517;39.658903981336884;744;3154;17734;563;-2956;168.00605203737905;0.01436931213715667
pb3;1;GL5;winkellog;557605.9784698122;38.323434946378846;740;17309;3686;2578;-668;175.09782543456174;1.0026379238162084e-05
pb3;1;GL6;euklid;1368316.7448154145;129.6982696507502;482;7134;5034;158;-390;510.397823336755;0.7353718057769264
pb3;1;GL6;winkel;453555.2228237153;42.991016381394815;973;9274;3449;1134;-235;179.8495644500151;0.028547064419378418
pb3;1;GL6;winkellog;351632.0223904223;33.33004951567984;475;6554;6683;212;-1019;167.69450481039667;0.00633111275438032
pb3;1;GL7;euklid;1887651.0457963264;174.52395024004497;678;7390;5001;291;-587;542.6424856363875;1.5723148572217742
pb3;1;GL7;winkel;523837.7608233677;48.43174563825515;766;4878;9353;261;-1546;177.99550990953048;0.0023962557863241806
pb3;1;GL7;winkellog;507447.95511315257;46.91641596830183;766;4878;9353;261;-1546;177.99550990953048;2.193743127935612e-05
pb3;1;GL8;euklid;1785830.1557873772;146.17583332957167;697;8691;5779;657;-413;491.13467722874464;0.24681880217857688
pb3;1;GL8;winkel;438288.87099167734;35.875327084527896;172;10633;5579;641;-414;179.9358994278936;0.02937401771623721
pb3;1;GL8;winkellog;385400.84660709416;31.54627540370747;238;10739;5491;641;-414;179.93072180988858;1.3754909754777274e-06
pb3;1;BGL1;euklid;2897244.714611347;244.1635525544705;1012;471;14551;81;-3198;529.3981199721042;1.8582886197903767
pb3;1;BGL1;winkel;758627.6793790393;63.93289055950104;544;815;16267;96;-3814;174.90213507740603;0.027107861611567884
pb3;1;BGL1;winkellog;580773.4042221258;48.944328688869525;520;14039;2154;3396;-245;173.12905617299816;0.005808487292497272
pb3;1;BGL2;euklid;1747273.191395113;152.600278724464;144;12006;1194;518;-148;475.3102582910898;0.40127847984319914
pb3;1;BGL2;winkel;407798.9643049471;35.61563007030106;248;12692;1246;546;-268;175.15213204373111;0.00018100001300541316
pb3;1;BGL2;winkellog;368918.8023224584;32.21998273558589;154;13078;1564;632;-268;179.55364006237562;1.3799831359397761e-05
pb3;1;BGL3;euklid;2668142.183758449;179.67287432716827;481;5645;11343;265;-1145;519.3975809097761;1.8922829915339665
pb3;1;BGL3;winkel;603292.9805566611;40.6257899364755;479;4767;14263;255;-1458;174.0272826877619;0.013735693540526499
pb3;1;BGL3;winkellog;536663.5005256444;36.138956264353155;480;11223;8421;1296;-956;174.02728268761382;6.444008527406405e-06
pb3;1;BGL4;euklid;1780876.0879600812;187.7966980871118;1147;3332;6805;244;-1252;579.3454137457937;5.612671003495637
pb3;1;BGL4;winkel;491131.9463007939;51.79077784464768;1038;5310;6560;1118;-1252;179.93652725278972;0.08372140632555909
pb3;1;BGL4;winkellog;667329.8128513581;70.37117081634062;577;2506;11401;619;-4238;178.3359113196552;0.00033415369585183656
pb3;1;BGL5;euklid;3041281.283638972;187.93062371865364;150;2769;19354;257;-3207;605.8736022560742;4.039751181992492
pb3;1;BGL5;winkel;790245.9521342912;48.831857636673746;635;1492;22700;182;-6454;179.42100577385264;0.005307471908066153
pb3;1;BGL5;winkellog;724750.4602436782;44.784678999176805;170;1248;23850;182;-6454;179.42100577385264;0.0002036070361816147
pb3;1;BGL6;euklid;2276800.8302774155;183.86504322679605;558;2466;12526;206;-1840;512.9955076053093;1.9857263757650794
pb3;1;BGL6;winkel;550921.1571370909;44.49012009505701;643;5062;11139;508;-1878;177.2763214374901;0.008930500018890775
pb3;1;BGL6;winkellog;512667.60519009375;41.400921036105444;312;5053;11641;508;-1878;177.2763214374901;3.788708973005575e-05
pb3;1;BGL7;euklid;1169476.0912170198;118.32012254320314;184;10185;1866;484;-173;417.5867161924268;0.4780140758597488
pb3;1;BGL7;winkel;307732.7615193394;31.134435604951378;186;10707;2066;579;-188;164.38246069136318;0.013396090420253845
pb3;1;BGL7;winkellog;265496.8880196052;26.861279645852406;188;9008;4582;579;-615;164.38246069136318;8.117011135677601e-05
pb3;1;BGL8;euklid;2042828.222369495;160.63758924034718;537;13354;2065;1837;-265;446.4097414415437;2.016249895787719
pb3;1;BGL8;winkel;685068.1739581793;53.87026609720684;865;15034;1602;1794;-252;153.5309158174611;0.0018475148803121873
pb3;1;BGL8;winkellog;592818.3805629276;46.61621298756999;133;15141;2435;1796;-235;178.69757057294575;0.000946025836757271
pb3;1;Control1;euklid;1929233.6421385629;204.88887448370463;386;1607;9325;123;-548;595.9027247176138;5.227018258108461
pb3;1;Control1;winkel;584376.8039582928;62.06210747220612;158;3857;9258;727;-1413;179.26821940405807;0.001923108413332606
pb3;1;Control1;winkellog;565761.134394199;60.085082242374575;138;2776;11330;678;-2310;179.26789280287846;0.00012581529187787158
pb3;1;Control2;euklid;1908361.4772737566;210.10255172010972;559;2249;8618;318;-1362;565.1989140112173;3.3568662060633874
pb3;1;Control2;winkel;478560.94731374277;52.687542366370444;355;3228;8938;348;-1420;176.29615493661188;0.0018645869136126726
pb3;1;Control2;winkellog;384826.152495153;42.36773670540053;355;3229;9110;348;-1420;176.29615487459716;7.718217223412499e-06
pb3;1;Control3;euklid;2147163.6746802563;229.64317376259424;174;11830;0;1963;0;752.6642721939442;1.772711059822011
pb3;1;Control3;winkel;585945.7991794491;62.667999912240546;174;12970;0;2264;0;179.96904644380285;0.016857754436243155
pb3;1;Control3;winkellog;542442.5600768173;58.01524706703928;174;14140;0;3603;0;179.86189751973424;3.872154113205124e-05
pb3;1;Control4;euklid;2312048.2111301376;183.26317462984602;1265;13229;859;1425;-42;425.45961707656716;0.8206899455747357
pb3;1;Control4;winkel;552795.8078385475;43.817042472934965;680;13817;2976;1652;-335;176.8186595410835;3.6742037519584236e-05
pb3;1;Control4;winkellog;514466.5633284832;40.77889690301864;684;12616;4485;1637;-378;176.78159151094044;5.273935983777145e-06
pb3;1;Control5;euklid;4479501.691580954;220.30697347075954;1184;7864;16830;1010;-2532;561.6158940201423;3.908220577131403
pb3;1;Control5;winkel;1177760.3826482776;57.92359133665851;523;4215;24471;1104;-5129;179.48636169839526;0.021398805133831543
pb3;1;Control5;winkellog;1049239.5137193026;51.60278924503529;527;9003;18267;1104;-2876;179.48636169839526;0.001343904862838881
pb3;1;Control6;euklid;2194436.233608772;159.3057156884771;137;3388;15065;673;-1518;393.2120628871094;0.33917121497093916
pb3;1;Control6;winkel;629258.8087057767;45.681220232724264;67;0;20597;0;-4186;179.03871377956426;0.0022852614881355817
pb3;1;Control6;winkellog;584453.4300170277;42.42856116276063;136;597;19710;166;-3646;177.28604985067983;0.00011026582366941084
pb3;1;Control7;euklid;2273342.8986338996;235.57957498796887;506;1086;12152;314;-3606;773.5880868985504;0.48614577177738166
pb3;1;Control7;winkel;623092.3599406949;64.56915647053833;720;13600;0;4120;0;179.74262556003563;0.0016318444410251868
pb3;1;Control7;winkellog;537156.8513879216;55.66392242361882;185;781;13338;173;-3492;179.23251517923723;3.6958603065319024e-05
pb3;1;Control8;euklid;2816923.332873825;211.00549309916292;491;6442;12599;1861;-2261;513.1250002160076;0.36156848203431036
pb3;1;Control8;winkel;686350.6308001648;51.412032269675265;341;5548;14670;1757;-2561;179.83156198501217;0.0032450739061454788
pb3;1;Control8;winkellog;556616.6271598232;41.69412937526766;415;17041;3444;5837;-716;178.82881750779083;6.595773403203564e-08
pb3;2;Spot1;euklid;1080236.9406233788;133.0832746856448;208;4028;6000;380;-937;370.69729060686547;1.4238859242946238
pb3;2;Spot1;winkel;239380.11173802434;29.491205092771263;43;4799;6083;519;-961;177.3072551092631;0.004969650215025322
pb3;2;Spot1;winkellog;214380.34333065324;26.411277975933626;43;4799;6082;519;-961;177.30723668700503;3.664282559226691e-05
pb3;2;Spot2;euklid;2116070.784362309;224.73139171222485;728;9092;3711;1215;-1384;468.1709483280734;2.426126365844652
pb3;2;Spot2;winkel;603410.013552131;64.08347637554492;135;7895;6475;1132;-1761;179.48432956025843;0.018182555317294756
pb3;2;Spot2;winkellog;585805.419222169;62.21382956904938;330;7817;6347;1132;-1761;179.48432956024854;0.0020290216433447115
pb3;2;Spot3;euklid;2819336.717826687;192.44619234311855;569;4227;14412;540;-2613;548.8502915399783;0.2847642520733688
pb3;2;Spot3;winkel;596542.1195970876;40.719598607309734;609;13472;6075;1240;-828;174.44197537138436;0.0013568123402349596
pb3;2;Spot3;winkellog;606051.812914288;41.36872443100942;609;17661;2227;1802;-373;179.4042992623729;4.495990670064446e-05
pb3;2;Spot4;euklid;2635099.213261649;191.18473578042872;388;6652;11961;2046;-1914;514.3070968479983;0.18983526227306644
pb3;2;Spot4;winkel;602502.7325790079;43.71346822745468;50;6816;11207;1054;-620;179.84802812363606;0.0031074707817447603
pb3;2;Spot4;winkellog;650761.0081916902;47.21475790406227;46;6950;13232;2046;-1981;179.9508937313986;1.7236111424326372e-05
pb3;2;Spot5;euklid;3418749.9858908956;213.01950189363174;268;7508;12261;828;-606;541.3748650426478;1.6797821966543691
pb3;2;Spot5;winkel;753400.7451643179;46.94378124271406;357;9702;12537;1152;-1467;179.98977748142912;0.0005140419325695337
pb3;2;Spot5;winkellog;795259.0861590698;49.55194006848213;175;18718;4886;3244;-430;179.9897768213696;0.0003831076591537265
pb3;2;Spot6;euklid;1509490.6505715835;123.90139132985172;419;7990;7446;648;-1238;478.32995617444436;0.39082423349105894
pb3;2;Spot6;winkel;513257.36511029094;42.12898014530829;417;5432;11138;660;-2071;179.5786907902538;3.4952621358355786e-05
pb3;2;Spot6;winkellog;400523.0090695728;32.875565055370004;221;5431;10671;660;-1334;179.57869076318002;5.194939852570995e-06
pb3;2;Spot7;euklid;1367243.5990469952;146.74719320027853;412;794;10666;55;-1411;456.936585064693;1.548263492937968
pb3;2;Spot7;winkel;456086.3571186297;48.95206151321559;289;615;12271;74;-1879;178.78194688895994;0.00043878400586562424
pb3;2;Spot7;winkellog;510677.0153774307;54.81131430475804;287;374;13923;57;-4785;178.7366778950192;1.6475569554492963e-06
pb3;2;Spot8;euklid;1983490.8765786358;165.9825001321034;1203;8416;5426;873;-337;508.2488954777677;1.512206009229845
pb3;2;Spot8;winkel;704663.5814243654;58.96766371752012;807;9866;7027;1087;-1808;179.15382965483997;0.00033527116030884015
pb3;2;Spot8;winkellog;601755.9917219033;50.356149934887306;811;8969;7799;1082;-1852;179.91449884776108;2.32998430642732e-06
pb3;2;GL1;euklid;2405932.507640665;144.79613069575498;263;10731;10837;765;-545;570.4353215903743;1.8736592266817806
pb3;2;GL1;winkel;593628.8767316872;35.726340679567116;119;15149;8219;2220;-1191;172.136470089952;0.004767978484558481
pb3;2;GL1;winkellog;619374.2402523062;37.27577276434197;105;19770;2473;3090;-154;177.17056642850204;3.088404941653392e-06
pb3;2;GL2;euklid;1378771.0941172335;185.89336579711926;609;4556;4594;972;-994;442.82039682347875;2.9676160424970184
pb3;2;GL2;winkel;427660.6720326305;57.659521643876296;127;6036;4389;1788;-663;169.13659482275708;0.05747305697903684
pb3;2;GL2;winkellog;400313.06052619324;53.97236895324164;605;4961;4500;1764;-663;169.13659482275708;8.529132492257694e-05
pb3;2;GL3;euklid;1867479.99854229;170.54611858833698;1203;3700;8063;136;-422;440.9511394890494;5.027694558500889
pb3;2;GL3;winkel;521376.06716845406;47.61425270944786;598;4965;8201;380;-348;178.4508184033841;0.008726223561223363
pb3;2;GL3;winkellog;497096.01046188;45.39689593259178;603;4409;8814;380;-348;178.4508184033224;0.0004204014976960303
pb3;2;GL4;euklid;1937168.1432093072;178.54084269210205;538;830;12662;63;-2267;405.5159615514029;7.275090795619311
pb3;2;GL4;winkel;497894.10915358353;45.88885798650539;538;682;14715;70;-2277;172.0389391520878;0.06619162751470249
pb3;2;GL4;winkellog;419324.3705050116;38.64740741981674;25;1502;14774;307;-2178;172.29706239155183;1.2152140668984254e-06
pb3;2;GL5;euklid;2431725.3839820796;167.1288923699024;569;2767;17368;304;-4285;472.5917728195118;1.8533860673480766
pb3;2;GL5;winkel;491237.09421912517;33.761999602689016;171;6061;12769;556;-1240;170.9989081874395;0.0079709603051661
pb3;2;GL5;winkellog;1387321.9241671497;95.34858585341235;567;0;23839;0;-9535;179.54021900515488;2.0506417829502465e-06
pb3;2;GL6;euklid;2275248.2605945272;215.66334223644807;462;533;11359;66;-1000;433.46844409063584;11.305792265918775
pb3;2;GL6;winkel;922444.395654565;87.43548773976919;720;404;14997;60;-3364;174.89421518667388;0.04602695390852064
pb3;2;GL6;winkellog;836139.0065323992;79.25488213577243;461;552;14651;66;-2646;176.0837692568741;0.004115291041243513
pb3;2;GL7;euklid;1602553.9744098065;148.04193758982046;579;4715;8397;279;-587;550.0138152477234;2.785383539019927
pb3;2;GL7;winkel;401618.03059799504;37.10097280350993;157;4018;11186;334;-836;145.1605405383016;0.004522755230653297
pb3;2;GL7;winkellog;386943.36995110015;35.745345953912256;603;3072;11349;303;-836;163.26488313626064;0.00031299428906387313
pb3;2;GL8;euklid;2137012.9638441624;174.93557333367406;380;5339;8866;156;-483;682.7985565419184;1.4238280893260382
pb3;2;GL8;winkel;700732.313088361;57.36184619256394;860;8715;6225;745;-926;176.39567685064839;0.05119284853143295
pb3;2;GL8;winkellog;643915.173055564;52.710803295314676;864;10279;5253;1366;-541;173.48383081063898;1.2055306115399756e-05
pb3;2;BGL1;euklid;2614313.012003676;220.15267469504641;1036;5348;8049;925;-464;522.4823932455606;1.0549981936036563
pb3;2;BGL1;winkel;596978.8462226118;50.27190283979889;599;6858;8380;981;-769;167.765909783638;0.05612628053470667
pb3;2;BGL1;winkellog;577624.5311460303;48.64206578071834;599;6858;8415;981;-769;167.765909783638;0.05612628053470667
pb3;2;BGL2;euklid;2246973.3059986145;196.24221013088336;748;0;14528;0;-1954;456.3045986794897;3.2806966003775906
pb3;2;BGL2;winkel;748290.6454321536;65.352894797568;268;0;15418;0;-2932;179.53439871198776;0.02818459934315431
pb3;2;BGL2;winkellog;670402.65541284;58.5504502543965;202;5489;9819;965;-1652;179.93507288483568;1.340364768097633e-05
pb3;2;BGL3;euklid;3627650.13453837;244.2862043460182;542;7782;7544;284;-396;765.6209534145643;2.2260349039812177
pb3;2;BGL3;winkel;1041203.0159682827;70.11468120998536;141;18706;0;2991;0;176.78347432829491;0.05273501069270192
pb3;2;BGL3;winkellog;1034932.1383589775;69.69239988949343;535;16352;928;2066;-351;166.04034701662147;4.2333542119234374e-05
pb3;2;BGL4;euklid;1822263.3072080084;192.1407957832147;566;0;10132;0;-1080;494.9841603193375;11.395222318431987
