Proband;pb1;pb1_2;pb2;pb3;pb3_2;pb4;pb5;pb5_2;pb7;pb7_2;pb8
distance;2937530.737050035;3200575.779762447;6133282.813254967;3041281.283638972;3275886.0926382863;3767673.391575065;1889994.496704553;2259805.437665206;2244461.249744193;2854374.832256235;3856741.5171770398
mean_distance;181.51954131187264;197.7739467195481;189.4567328716822;187.93062371865364;202.42761494397124;116.40837272369353;116.78888319252012;139.64069935520027;138.69253227116067;176.38106854453656;119.16395851002748
zero-overhead-counter;828;665;318;150;40;618;334;113;20;135;677
ref before query (rbq);11666;8654;33350;2769;20374;27774;12376;8721;13230;11259;21414
query berfore ref (qbr);7227;11431;9887;19354;2966;12666;7698;11114;7944;10399;18692
max rbq;1390;712;3340;257;5316;1748;386;198;876;1801;1292
max qbr;-903;-1292;-2068;-3207;-256;-641;-1125;-687;-1526;-913;-2020
max distance;560.9205031416334;458.5747373321561;596.197854419359;605.8736022560742;411.533076656958;557.3151764844022;547.577738163763;1189.0729209056044;445.063634783206;482.13800648499966;680.9629170498932
min distane;0.5291716672184312;3.1412851045063506;1.0904318339399612;4.039751181992492;0.641806422394785;3.0371724332526506;4.14342078729136;4.0559313674262185;2.516443233984765;2.3162129486341994;1.3490795945939311
Alias_Distance;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel;BGL5_winkel
distance;637275.4636586555;954676.390530191;1719661.8171089531;790245.9521342912;807403.4789441722;810223.6897946498;457948.44565315166;565179.4362989302;665790.6650394374;779205.3625395251;969428.8803819016
mean_distance;39.37931555698298;58.99254715010758;53.120248883605264;48.831857636673746;49.89207680554731;25.033173385486307;28.298118127241654;34.92426844830564;41.14136223440878;48.14962383609498;29.953001093214944
zero-overhead-counter;834;80;320;635;104;612;802;91;24;11;683
ref before query (rbq);15926;11263;37297;1492;357;18955;8776;11117;13755;14571;27862
query berfore ref (qbr);6108;12962;12513;22700;24086;25262;12331;9850;9027;9010;15125
max rbq;3090;721;5118;182;82;738;316;580;875;1866;2634
max qbr;-1429;-2089;-2380;-6454;-4300;-6204;-1172;-828;-1988;-731;-1233
max distance;178.27121220462502;177.4876317360783;177.76129749026242;179.42100577385264;169.37750615581265;179.98430365077203;175.64043134364067;179.9290987393498;177.00808640827796;179.90492184541472;177.4504093487876
min distane;0.014033556592207641;0.00028337054717122713;0.007451885514953829;0.005307471908066153;0.004690627829481446;0.0068508176378537615;0.02477498676242451;0.011796717626494122;0.009702885122020938;0.04162460376196194;0.0008811121897117589
Alias_Distance;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog;BGL5_winkellog
distance;749345.0153341212;926085.5165611117;1625822.3994636224;724750.4602436782;727475.792852096;797099.206671239;373789.6343742538;479963.2267767707;592104.394561105;713631.2803621178;901821.3606203102
mean_distance;46.30445624013602;57.22582441828534;50.22155498296798;44.784678999176805;44.95308613063684;24.627671218909935;23.09767251895531;29.65848277678865;36.58804885133195;44.09758885015867;27.8640927118897
zero-overhead-counter;832;80;320;170;104;137;390;115;24;107;687
ref before query (rbq);13907;9976;37111;1248;1082;30690;11289;10285;13538;12253;31043
query berfore ref (qbr);8754;13744;12514;23850;23670;13302;10363;10479;9062;10375;11475
max rbq;2409;682;5118;182;107;3074;621;237;875;1866;2631
max qbr;-1749;-2089;-2380;-6454;-4300;-689;-1172;-828;-2017;-731;-688
max distance;176.72657846013405;179.9727875818184;172.51487306338942;179.42100577385264;169.37750615581265;179.80993751963737;179.53989134491027;179.9290987393498;174.7965724123301;179.27806480686655;177.45040934872202
min distane;3.359523277202977e-06;0.00028337054717122713;0.00010669982482737326;0.0002036070361816147;0.0004013896083824774;5.868919580792393e-07;8.391903221417728e-05;6.1242747286320185e-06;5.1605080779511936e-05;3.595824923590904e-05;1.7999746716512572e-05
Alias_Distance;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid;BGL6_euklid
distance;2716354.173633855;2938583.6210641097;4180498.5446112547;2276800.8302774155;2373498.3429593924;3111523.9489160874;2049259.7954461435;1927981.5272893098;2094376.6588765497;2460129.821887474;3431626.5215226347
mean_distance;219.3615580742837;237.3078915500371;168.79990893205422;183.86504322679605;191.67393547277658;125.63691952338236;165.4897678628881;155.6958352006226;169.13321964601064;198.66993635528337;138.5620011920631
zero-overhead-counter;1369;1826;1591;558;551;996;522;387;163;392;1084
ref before query (rbq);11235;6257;24494;2466;2022;21071;12885;13132;10211;4918;13631
query berfore ref (qbr);3900;7327;7816;12526;14533;9553;2719;1760;4187;11940;16225
max rbq;3060;1020;1164;206;462;826;1081;1252;283;383;807
max qbr;-335;-1020;-1220;-1840;-3444;-630;-395;-214;-414;-3128;-778
max distance;488.91268820751475;537.6320605128302;599.8715962723599;512.9955076053093;568.4953574738427;636.2181371008485;487.4375407670992;522.6717216382539;466.3583154096002;550.1150448113063;535.5944079854936
min distane;4.989634694836339;3.2109551978396005;2.774977030159832;1.9857263757650794;4.2233686976275155;1.5968674868040724;0.6605885230580746;0.39461243979326044;9.287973231962454;2.9498381014444393;1.3542503453830608
Alias_Distance;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel;BGL6_winkel
distance;603209.6472168778;795774.5714632496;1001095.1499759351;550921.1571370909;538966.4326241344;682853.9971061986;757769.9517876122;422763.46220148844;387397.5180325538;620329.083308888;886499.3786730531
mean_distance;48.71272286335119;64.26347181323182;40.42215739222866;44.49012009505701;43.524705856749925;27.572236013332738;61.19437549766714;34.140633303843046;31.284625537636582;50.09521790429525;35.795016501374995
zero-overhead-counter;831;1828;78;643;79;997;110;312;42;592;551
ref before query (rbq);13167;5413;22433;5062;0;25689;4967;13608;12597;8981;20780
query berfore ref (qbr);3677;11070;12307;11139;18638;6317;14011;2468;4850;9415;13617
max rbq;1957;1020;764;508;0;1210;309;1524;2218;1692;3470
max qbr;-380;-2574;-1404;-1878;-5452;-963;-4679;-344;-644;-3000;-780
max distance;168.69616181809698;178.82365652580194;179.682970124628;177.2763214374901;173.26192172323718;160.88736860652506;179.78640069002495;179.10187613145303;166.80209346886082;179.9914025812758;178.94874196411718
min distane;0.001607833276704558;0.007802443601760522;0.0037063219675478364;0.008930500018890775;0.021105969959224546;0.0008387960008342865;0.01007474949805617;0.024576669198965558;0.002149327971818718;0.0004029368419539837;0.005034049971639277
Alias_Distance;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog;BGL6_winkellog
distance;544249.0847855455;751070.2024943478;894966.967284186;512667.60519009375;443172.08912396035;618337.1188118574;578923.509144724;372043.36125409254;419191.08653824014;552006.9162157282;799145.8655647887
mean_distance;43.951311054312;60.65333138127657;36.136920265048296;41.400921036105444;35.78874982830981;24.967177534194356;46.75147453320876;30.044687172259753;33.852142981364786;44.57780151948059;32.26786180912496
zero-overhead-counter;831;1416;559;312;79;997;378;312;311;43;553
ref before query (rbq);13194;5154;22906;5053;0;25723;4649;13821;11126;9223;20577
query berfore ref (qbr);3677;12145;11602;11641;19222;6253;13044;2200;4684;9893;13816
max rbq;1957;1020;764;508;0;1210;309;1524;1020;1692;3470
max qbr;-380;-2574;-1404;-1878;-4255;-899;-3255;-212;-394;-3000;-780
max distance;167.26288429726077;178.82365652575342;179.682970124628;177.2763214374901;173.43705579464068;160.88736854012618;179.63263814373357;179.10187613144814;173.70546352880663;171.09575353221982;178.94874194853128
min distane;0.00010913361513146649;8.309740610200991e-05;4.168639909977356e-05;3.788708973005575e-05;1.1658054724527945e-05;5.0429316851709584e-05;1.4653030937589633e-05;1.637529306721011e-05;0.000538204096244202;0.00015789443142001297;3.6326604810691605e-05
Alias_Distance;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid;BGL7_euklid
distance;1971178.892009811;1957981.1094494364;3693890.111033137;1169476.0912170198;1408976.3005974756;2539284.286847898;994988.1072844223;1252516.584770328;1245563.1303588436;1449920.6489412964;2624760.0274387365
mean_distance;199.4514714165548;198.11606895167827;186.88101340853672;118.32012254320314;142.5656481430209;128.46728153637042;100.595299492915;126.73445156028816;126.03087426478231;146.6937119527819;132.79166383885138
zero-overhead-counter;171;614;783;184;192;2323;175;189;441;381;343
ref before query (rbq);6763;6093;8720;10185;1885;16671;9365;2792;9735;6712;14981
query berfore ref (qbr);5793;8292;19136;1866;10399;5976;3518;9548;3255;5345;9437
max rbq;996;2480;1975;484;532;1272;628;197;820;412;1532
max qbr;-660;-1895;-2796;-173;-1031;-1271;-228;-1108;-868;-770;-504
max distance;456.91270493117133;419.72527384056826;481.7891069694496;417.5867161924268;482.15528820326864;421.9194561542336;713.5983211431997;402.4749974546461;417.8943179570533;555.9218872007707;453.7344373631106
min distane;6.068769457982786;2.9116101521733015;3.2416081162026944;0.4780140758597488;0.7991946185035789;1.2531185654495607;1.1322961538670568;1.23018379091478;2.8673481630402606;3.626305962142561;1.1558652500416648
Alias_Distance;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel;BGL7_winkel
distance;954484.7115823452;716089.94030345;970862.8460987621;307732.7615193394;438447.3462886188;925761.9841882153;419532.7583105786;369392.99223500676;432922.9801716091;404695.44064116647;762257.9478906731
mean_distance;96.57843889328596;72.45673786334615;49.117820808396345;31.134435604951378;44.36379098336728;46.83608136133843;42.41560593575762;37.376605507943616;43.804814344997375;40.944500267216355;38.564097333333656
zero-overhead-counter;525;873;1300;186;309;3752;177;351;305;263;447
ref before query (rbq);3383;838;17364;10707;2535;17427;3922;4685;3838;5882;15792
query berfore ref (qbr);9574;13037;8816;2066;11291;4886;10047;8590;9914;7682;9221
max rbq;220;383;2002;579;516;1340;476;426;765;749;1603
max qbr;-2616;-2283;-1862;-188;-2717;-592;-2048;-1180;-1404;-775;-624
max distance;179.76250937131528;179.66745197067485;179.5934973779213;164.38246069136318;178.13791151010903;176.7115416212316;178.6762234455582;179.54440296062032;178.85453531431043;163.52619486313347;169.93748416421715
min distane;0.012121085187202035;0.008051050226135356;0.012042607864741452;0.013396090420253845;0.0017408030108272414;0.00011944595392985314;0.0010818983128249974;0.0032231296282005935;0.030490619470289516;0.031257638969135464;0.0019572544370745513
Alias_Distance;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog;BGL7_winkellog
distance;852933.0123689047;640378.6275031882;623186.8235202283;265496.8880196052;437320.2078907966;782068.5925919644;322612.02561113116;331686.4696873144;346844.22769167996;347602.44192451215;714878.161277194
mean_distance;86.30304688545023;64.79597566560642;31.528221365993538;26.861279645852406;44.24974277960099;39.56635599473664;32.61672486211012;33.56131434658651;35.0950346748639;35.16819525743749;36.16706269741951
zero-overhead-counter;529;614;325;188;313;3657;177;204;298;259;447
ref before query (rbq);4430;5046;14437;9008;5238;14374;3857;4798;6313;8647;16585
query berfore ref (qbr);7902;10289;15763;4582;8593;9654;10367;8800;6998;5398;8622
max rbq;252;1328;2003;579;935;1340;476;426;772;808;1603
max qbr;-2436;-2313;-4148;-615;-1276;-1500;-2058;-1118;-977;-775;-624
max distance;179.96821607753145;173.66496399670177;165.66239389737325;164.38246069136318;179.299723632079;173.4805444203945;158.07285245072345;163.0619471246933;178.85453528320696;160.7072478079841;169.93748416421715
min distane;7.385665815579109e-05;0.002814835768063518;4.0428843646129295e-05;8.117011135677601e-05;3.392612457346624e-05;4.144267899259066e-06;8.480365565921325e-05;0.00015974463967880666;0.00011122200106745781;0.0002832640028675933;0.00010097301017409269
Alias_Distance;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid;BGL8_euklid
distance;2469044.3872602987;2561247.23094129;5685677.553756427;2042828.222369495;2370412.537651172;3952283.788190129;2221652.4006100823;1735019.5800744065;2255929.388868045;1848765.7432438636;3730243.7955244766
mean_distance;194.1683223702657;201.41925377015494;203.67822152091804;160.63758924034718;186.4118069873523;155.40593693732814;174.71314883690488;136.4438172439766;177.3947777674015;145.38893860049257;146.66943716920838
zero-overhead-counter;550;755;1157;537;387;1207;525;509;946;886;850
ref before query (rbq);4738;7721;12685;13354;6644;5561;4143;9431;2363;8750;30969
query berfore ref (qbr);13227;8355;21814;2065;10042;21718;12344;6276;13664;6123;2590
max rbq;1470;1906;784;1837;854;396;721;712;308;181;5189
max qbr;-2390;-1689;-988;-265;-1084;-1040;-1416;-383;-1884;-599;-609
max distance;426.62278892587466;447.1553565695444;636.6170059143697;446.4097414415437;525.8082215623228;381.3051823707204;600.2189576180414;490.49070392536265;527.1397033205794;489.2770026839027;960.368731339174
min distane;0.9638397406586718;3.3106780083033507;2.7223877177282882;2.016249895787719;1.9652630344920345;0.3592849971693386;0.6394504705599234;3.031042668698692;2.4619430105958497;3.247477922367601;4.448313508063324
Alias_Distance;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel;BGL8_winkel
distance;920113.1411689108;917145.6886922885;1430756.5947777177;685068.1739581793;700674.4417507207;1402199.0688647483;787359.3671919571;601660.7109720272;694924.1473286124;563391.0343898373;1182682.2484289925
mean_distance;72.35869307713989;72.12532940329416;51.25404244233271;53.87026609720684;55.101796299993765;55.13522604847233;61.91879263856221;47.31524936867153;54.645289559535456;44.30568059058173;46.50187742024112
zero-overhead-counter;1148;357;416;865;805;324;37;510;1101;1332;71
ref before query (rbq);13812;5960;9850;15034;7756;17023;18394;4917;5461;7331;29976
query berfore ref (qbr);4317;9539;28399;1602;9172;14690;1087;11963;10618;7499;4997
max rbq;4428;403;882;1794;1346;3093;4488;404;1084;219;5884
max qbr;-905;-804;-2612;-252;-1164;-1244;-436;-1372;-842;-545;-672
max distance;179.98771603687385;179.45062716127885;179.9049582355085;153.5309158174611;174.46027504937763;177.25761701714367;179.13036425042225;176.46224367232332;178.7289673834054;179.86717515419826;178.8503523906757
min distane;0.02022850283393877;0.03475536444373049;0.014199806497030027;0.0018475148803121873;0.010776251364285989;0.02112737141601497;0.01501245934066452;0.03585132892583222;0.011083567200449097;0.004545495464184255;0.009632404563251434
Alias_Distance;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog;BGL8_winkellog
distance;825473.2974509572;957032.4734691235;1408049.272576307;592818.3805629276;758854.7973975181;1175983.2742567083;601584.1474598993;585686.2489142623;676582.0803050766;619349.8236259061;1075674.7926067829
mean_distance;64.91611335726307;75.26206931968571;50.44059726227143;46.61621298756999;59.67716242509579;46.24029861028265;47.30922833122832;46.059000386462905;53.20296298695263;48.70634032918419;42.29445179911072
zero-overhead-counter;1146;756;1157;133;226;1183;524;508;1007;544;1071
ref before query (rbq);12114;10314;10178;15141;14373;16949;2921;5991;11668;5928;30418
query berfore ref (qbr);6240;9965;27263;2435;4128;14502;14414;11450;5029;11360;3903
max rbq;5020;4367;882;1796;3207;3096;756;740;3117;219;6479
max qbr;-905;-3132;-3054;-235;-975;-1753;-1604;-1948;-842;-2725;-672
max distance;179.98771603687385;179.0138774122877;179.9049582355085;178.69757057294575;179.26091433715212;173.7585768725025;176.46317506319517;179.9508850826516;178.7289632848796;173.45936222725805;178.8503523906753
min distane;7.758931271090961e-05;0.0014519559191009397;0.00022195037910864509;0.000946025836757271;3.460110002077297e-05;2.54755585600879e-05;7.811099293029023e-05;3.453245743966871e-05;0.0004080885841802173;0.004545495464184255;0.0004062781322741034
Alias_Distance;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid;Control1_euklid
distance;1896813.0163849236;1891487.6803516787;5999074.851282646;1929233.6421385629;1997127.8275054083;2970868.7578837094;1810047.40207686;1494950.112770413;1791191.2830672022;2309758.1811116496;4714547.654624156
mean_distance;201.424340701383;200.85883830855673;318.540585742189;204.88887448370463;212.07686391689586;157.7480357820692;192.23103250603864;158.7501447138593;190.04682048458378;245.2753723172613;250.33439465959518
zero-overhead-counter;138;609;352;386;268;415;39;650;150;1363;663
ref before query (rbq);2354;10247;4154;1607;9644;10191;4755;1124;8638;33;0
query berfore ref (qbr);9068;1449;20013;9325;2751;14091;7012;11145;5842;12222;31137
max rbq;260;2057;235;123;2029;643;507;554;3586;12;0
max qbr;-657;-292;-3232;-548;-565;-1644;-564;-1331;-764;-3340;-12456
max distance;549.746048963357;534.7778589332828;742.0134667128372;595.9027247176138;528.3502002723952;561.9428455099247;609.6662065406199;530.9601928553161;538.242307860994;478.01781681730574;633.4168258012595
min distane;0.9851591533596595;0.44006257748825706;0.17782790181129052;5.227018258108461;0.6477437675074493;0.6618493757681474;1.7448165380831677;1.4927022985555625;1.0610141467683927;1.0510209162853663;0.14138109778557073
Alias_Distance;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel;Control1_winkel
distance;540195.2502488411;401541.26701025164;1483537.702440734;584376.8039582928;561253.9170764426;904327.9797739099;490836.31067872787;354512.2682960226;537486.580893431;598104.5255875551;1298516.429973334
mean_distance;57.36383670477234;42.64004109697904;78.77330762176679;62.06210747220612;59.60007614701525;48.01826473604364;52.12790045441035;37.64598792566875;57.02775394094758;63.51327658357812;68.94899537903329
zero-overhead-counter;955;593;357;158;273;245;126;142;276;176;267
ref before query (rbq);1966;11250;8137;3857;12035;14970;4089;5283;10345;43;0
query berfore ref (qbr);10915;1604;20508;9258;1841;11279;8912;8494;4097;13723;30490
max rbq;275;1885;1074;727;2266;2133;503;551;2810;20;0
max qbr;-3265;-298;-5690;-1413;-580;-1489;-1263;-622;-715;-3423;-11164
max distance;179.81669152084066;179.68987989190074;179.98085812749312;179.26821940405807;178.4264691642292;179.580891268953;179.7891887960958;174.9320027840332;178.7649424417148;179.78641612688907;179.74186958887236
min distane;0.001963052319532111;7.114040409789587e-05;0.0004895377574353432;0.001923108413332606;0.0013457834420587793;6.765314440359292e-05;0.0014170109268478756;6.303486632153135e-05;0.006460347504783654;0.07508398512969;0.001975373375065046
Alias_Distance;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog;Control1_winkellog
distance;521921.87162711995;404521.9711973954;1297976.7326579904;565761.134394199;518961.69832270686;822335.6843316931;445387.34775480477;343483.98469431297;486369.6359012884;571217.0022429195;966907.2573950374
mean_distance;55.423369611035355;42.956564850525154;68.9203383772097;60.085082242374575;55.10902605104671;43.66461447096549;47.30112019486032;36.4748842194237;51.604205400667205;60.658065439409526;51.34111704959579
zero-overhead-counter;955;607;357;138;271;293;126;154;276;178;271
ref before query (rbq);1966;11116;7745;2776;11073;27730;4102;5111;10345;43;1453
query berfore ref (qbr);10983;1604;20576;11330;3064;1674;8899;8693;4097;13727;28476
max rbq;275;1885;1020;678;2335;8272;503;553;2810;21;144
max qbr;-3265;-298;-5820;-2310;-580;-411;-1263;-622;-715;-3423;-9020
max distance;179.81669145294222;179.68987989190074;179.83661392136648;179.26789280287846;177.28251876460243;179.96774467058353;179.7891887960958;174.93186442976253;178.7649424417148;179.78641612034568;179.88597166102412
min distane;1.2845689850874904e-05;8.496461307276204e-07;2.334494557515898e-05;0.00012581529187787158;3.2054490327686096e-07;5.834512466519862e-06;5.8647957718066915e-06;5.848374979910266e-07;0.00014847398565194397;6.555208876789343e-08;5.2386792268515166e-08
Alias_Distance;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid;Control2_euklid
distance;2070453.1816383826;1746473.9439658653;4551420.548419097;1908361.4772737566;1835964.978957873;2945487.8362680967;1617423.6307527064;1660893.7929838693;2320269.623563718;2369523.8795788945;4286618.137888592
mean_distance;227.94816488367087;192.27941692897338;250.42203842746065;210.10255172010972;202.13200252756502;162.14289531366822;178.07152160659544;182.85740316898264;255.45190174652848;260.64502030347535;235.96929086692677
zero-overhead-counter;242;223;1117;559;601;468;604;53;415;1592;524
ref before query (rbq);0;5204;2546;2249;0;6970;3931;5544;671;5461;0
query berfore ref (qbr);13177;5152;20821;8618;11789;16410;7090;5969;11226;4599;25427
max rbq;0;480;551;318;0;1731;938;640;120;755;0
max qbr;-2898;-352;-3296;-1362;-2682;-3127;-536;-610;-2797;-529;-6596
max distance;441.2390755485776;482.8798716953644;664.7603619126215;565.1989140112173;515.5561704618476;672.1457354430466;508.49269348717513;689.3256857284755;547.3124710953643;593.1554142960662;657.205837513509
min distane;1.2178978625817052;1.0538745690976663;1.5114739790017158;3.3568662060633874;0.9852357523590085;0.3831375646566169;1.0115954190078134;1.2193449992631356;0.9245379601863967;1.4895075968402594;0.569455104261968
Alias_Distance;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel;Control2_winkel
distance;511784.3894954825;525072.1319247864;867893.2475642648;478560.94731374277;496874.18358482135;710856.2493829582;508828.66332451475;379574.83201035514;607229.2082977318;735434.9504175626;1043488.3696684527
mean_distance;56.34530325833783;57.80822766979922;47.752035629395586;52.687542366370444;54.70375245896965;39.13113780595388;56.01989027023173;41.789588463101964;66.8533753493044;80.89703557557613;57.44183472797824
zero-overhead-counter;1180;222;1118;355;673;470;1003;44;514;1124;125
ref before query (rbq);0;4824;3587;3228;0;7906;7756;5839;1253;7316;0
query berfore ref (qbr);12565;8519;22228;8938;12896;18451;4392;6445;12548;4207;26513
max rbq;0;1092;568;348;0;1760;1427;639;514;1789;0
max qbr;-2028;-1454;-3995;-1420;-2716;-3388;-571;-614;-2800;-516;-6780
max distance;179.97797346823182;179.63429023061533;179.80047081400798;176.29615493661188;179.59133772268473;179.40746939073378;179.69585531415433;179.9696656823208;179.5218955135771;178.95727046701765;178.84715811749058
min distane;0.0005060530380417807;0.0001616903932223604;0.0003401031726306136;0.0018645869136126726;0.0020840476548957274;0.0016696108496288037;0.0019873134581170084;0.005527044604650374;1.0173887179578492e-05;0.0014439331788276139;0.0005670413371761191
Alias_Distance;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog;Control2_winkellog
distance;514462.8175006158;482514.5844260705;825439.4843336396;384826.152495153;440729.6906485682;705334.5613110159;361859.9625008366;349714.41214786854;560550.7528763539;647183.4223950907;927893.005666537
mean_distance;56.64018688766;53.12282114126065;45.41620271436807;42.36773670540053;48.52248052940308;38.82718051915754;39.83925602783624;38.502082147734065;61.714274234983364;71.18946456881429;51.078553653337934
zero-overhead-counter;1182;226;1118;355;306;811;458;65;536;1049;524
ref before query (rbq);611;6244;3569;3229;0;14077;5032;5887;112;4594;0
query berfore ref (qbr);11998;6940;22245;9110;13336;10310;7140;6423;13292;6151;26126
max rbq;164;1092;568;348;0;1760;940;640;53;755;0
max qbr;-2028;-1076;-3995;-1420;-2716;-3388;-571;-614;-2800;-516;-6780
max distance;179.97797346823182;179.63429023061533;179.80047081400798;176.29615487459716;179.59133772268473;176.92389745846035;178.5764389294554;179.9696591780506;179.5218955135771;178.95726463457842;178.84713780643506
min distane;5.987513914444236e-06;8.90046112869182e-09;6.982995614736443e-05;7.718217223412499e-06;2.2733946691860022e-06;1.2569444976475645e-09;3.699536833983695e-05;2.1381379072200278e-07;2.0169514506217595e-07;1.6755856823768425e-05;0.00010372880691471398
Alias_Distance;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid;Control3_euklid
distance;1835571.717166247;2594721.730586626;4290783.77289844;2147163.6746802563;2059768.6558201045;3532888.506344396;1791657.131812204;1789175.0084430748;1979609.2221909089;2053210.0507493492;5784157.307448298
mean_distance;196.3178307129676;277.5103455172862;229.4659486014461;229.64317376259424;220.2961129219363;188.93462251159934;191.45726990940415;191.3556158762647;211.72291146426832;219.594657834155;309.3132249972352
zero-overhead-counter;171;1135;421;174;278;1854;368;275;455;927;1531
ref before query (rbq);3701;4771;3843;11830;8693;11636;7791;9755;183;0;3654
query berfore ref (qbr);8296;5173;23246;0;2190;11484;4543;1843;12964;11966;22588
max rbq;682;570;436;1963;755;884;1804;1476;7;0;1300
max qbr;-526;-503;-6708;0;-176;-2190;-549;-79;-3590;-1676;-7179
max distance;630.7860482345995;962.3689420040997;601.413145031315;752.6642721939442;517.0182747113444;628.6665649440273;683.5116866931961;699.0356674544057;532.1849974057449;547.0030412493278;641.6178668157652
min distane;0.6362204232187912;1.190886287816208;0.618626973118669;1.772711059822011;0.5652456274063633;0.3932190146630647;0.17064837713865175;0.9641266179042596;2.992594668876854;1.6107364176194685;1.7740929701622548
Alias_Distance;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel;Control3_winkel
distance;405543.49733982986;481510.8067379432;900299.358313324;585945.7991794491;488458.35070955695;829946.1562390411;436081.5111140319;374171.9776390756;466086.1384127472;547616.9029638503;711668.5954944623
mean_distance;43.373636079126186;51.4984820040581;48.14692541383625;62.667999912240546;52.24153483524673;44.384520896253335;46.599862269077995;40.018393330382416;49.848784856978305;58.56865272340645;38.057144144088895
zero-overhead-counter;175;572;1345;174;274;1107;570;164;460;18;192
ref before query (rbq);2055;4402;10739;12970;8602;12785;2558;3361;5785;1233;15424
query berfore ref (qbr);10972;6914;15992;0;4684;11808;10329;9573;8150;13016;12404
max rbq;209;596;1255;2264;1634;1041;572;294;983;402;3324
max qbr;-944;-556;-3330;0;-1393;-1881;-2044;-1308;-3148;-1740;-3132
max distance;179.9073626988645;178.07295991730118;179.87995982074864;179.96904644380285;178.87315514616697;179.97861590069257;178.36131108377896;179.28048524122192;173.628355580405;178.3525171903299;179.6615397682925
min distane;0.00048440501428233734;0.0003138370193777727;0.0004722896471993232;0.016857754436243155;0.008733349125278842;0.000499260519494943;0.0008165174418435373;0.0008901715247805776;4.7081572022413756e-05;0.0006595422139958738;0.0009142923215613928
Alias_Distance;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog;Control3_winkellog
distance;349848.8342391559;463654.9402118842;700576.921549609;542442.5600768173;504835.1561607626;814267.1794737382;373591.00612157735;331026.0027533035;518873.4057250428;506997.68089070485;884962.4137770043
